
encoding train: 0it [00:00, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.

encoding train: 0it [00:03, ?it/s, docs=1, tokens=167]
encoding train: 1it [00:03,  3.58s/it, docs=1, tokens=167]
encoding train: 334it [00:03, 128.18it/s, docs=405, tokens=81501]
encoding train: 334it [00:03, 128.18it/s, docs=406, tokens=81697]
encoding train: 334it [00:03, 128.18it/s, docs=407, tokens=81876]
encoding train: 334it [00:03, 128.18it/s, docs=408, tokens=82129]
encoding train: 334it [00:03, 128.18it/s, docs=409, tokens=82356]
encoding train: 334it [00:03, 128.18it/s, docs=410, tokens=82523]
encoding train: 334it [00:03, 128.18it/s, docs=411, tokens=82678]
encoding train: 334it [00:03, 128.18it/s, docs=412, tokens=82852]
encoding train: 334it [00:03, 128.18it/s, docs=413, tokens=83039]
encoding train: 334it [00:03, 128.18it/s, docs=414, tokens=83197]
encoding train: 334it [00:03, 128.18it/s, docs=415, tokens=83354]
encoding train: 334it [00:03, 128.18it/s, docs=416, tokens=83577]
encoding train: 334it [00:03, 128.18it/s, docs=417, tokens=83713]
encoding train: 334it [00:03, 128.18it/s, docs=418, tokens=83865]
encoding train: 334it [00:03, 128.18it/s, docs=419, tokens=84098]
encoding train: 334it [00:03, 128.18it/s, docs=420, tokens=84320]
encoding train: 334it [00:03, 128.18it/s, docs=421, tokens=84564]
encoding train: 334it [00:03, 128.18it/s, docs=422, tokens=84750]
encoding train: 334it [00:03, 128.18it/s, docs=423, tokens=84952]
encoding train: 334it [00:03, 128.18it/s, docs=424, tokens=85146]
encoding train: 334it [00:03, 128.18it/s, docs=425, tokens=85388]
encoding train: 334it [00:03, 128.18it/s, docs=426, tokens=85619]
encoding train: 334it [00:03, 128.18it/s, docs=427, tokens=85751]
encoding train: 334it [00:03, 128.18it/s, docs=428, tokens=85941]
encoding train: 334it [00:03, 128.18it/s, docs=429, tokens=86097]
encoding train: 334it [00:03, 128.18it/s, docs=430, tokens=86297]
encoding train: 334it [00:03, 128.18it/s, docs=431, tokens=86470]
encoding train: 334it [00:03, 128.18it/s, docs=432, tokens=86646]
encoding train: 334it [00:03, 128.18it/s, docs=433, tokens=86816]
encoding train: 334it [00:03, 128.18it/s, docs=434, tokens=86994]
encoding train: 334it [00:03, 128.18it/s, docs=435, tokens=87265]
encoding train: 334it [00:03, 128.18it/s, docs=436, tokens=87445]
encoding train: 334it [00:03, 128.18it/s, docs=437, tokens=87615]
encoding train: 334it [00:03, 128.18it/s, docs=438, tokens=87757]
encoding train: 334it [00:03, 128.18it/s, docs=439, tokens=87944]
encoding train: 334it [00:03, 128.18it/s, docs=440, tokens=88184]
encoding train: 334it [00:03, 128.18it/s, docs=441, tokens=88351]
encoding train: 334it [00:03, 128.18it/s, docs=442, tokens=88488]
encoding train: 334it [00:03, 128.18it/s, docs=443, tokens=88628]
encoding train: 334it [00:03, 128.18it/s, docs=444, tokens=88775]
encoding train: 334it [00:03, 128.18it/s, docs=445, tokens=88991]
encoding train: 334it [00:03, 128.18it/s, docs=446, tokens=89134]
encoding train: 334it [00:03, 128.18it/s, docs=447, tokens=89275]
encoding train: 334it [00:03, 128.18it/s, docs=448, tokens=89458]
encoding train: 334it [00:03, 128.18it/s, docs=449, tokens=89657]
encoding train: 334it [00:03, 128.18it/s, docs=450, tokens=89796]
encoding train: 334it [00:03, 128.18it/s, docs=451, tokens=9e+4] 
encoding train: 334it [00:03, 128.18it/s, docs=452, tokens=90195]
encoding train: 334it [00:03, 128.18it/s, docs=453, tokens=90371]
encoding train: 334it [00:03, 128.18it/s, docs=454, tokens=90542]
encoding train: 334it [00:03, 128.18it/s, docs=455, tokens=90743]
encoding train: 334it [00:03, 128.18it/s, docs=456, tokens=90871]
encoding train: 334it [00:03, 128.18it/s, docs=457, tokens=91010]
encoding train: 334it [00:03, 128.18it/s, docs=458, tokens=91220]
encoding train: 334it [00:03, 128.18it/s, docs=459, tokens=91399]
encoding train: 334it [00:03, 128.18it/s, docs=460, tokens=91629]
encoding train: 334it [00:03, 128.18it/s, docs=461, tokens=91884]
encoding train: 334it [00:03, 128.18it/s, docs=462, tokens=92145]
encoding train: 334it [00:03, 128.18it/s, docs=463, tokens=92299]
encoding train: 334it [00:03, 128.18it/s, docs=464, tokens=92459]
encoding train: 334it [00:03, 128.18it/s, docs=465, tokens=92655]
encoding train: 334it [00:03, 128.18it/s, docs=466, tokens=92813]
encoding train: 334it [00:03, 128.18it/s, docs=467, tokens=93064]
encoding train: 334it [00:03, 128.18it/s, docs=468, tokens=93241]
encoding train: 334it [00:03, 128.18it/s, docs=469, tokens=93392]
encoding train: 334it [00:03, 128.18it/s, docs=470, tokens=93562]
encoding train: 334it [00:03, 128.18it/s, docs=471, tokens=93748]
encoding train: 334it [00:03, 128.18it/s, docs=472, tokens=93953]
encoding train: 334it [00:03, 128.18it/s, docs=473, tokens=94136]
encoding train: 334it [00:03, 128.18it/s, docs=474, tokens=94362]
encoding train: 334it [00:03, 128.18it/s, docs=475, tokens=94511]
encoding train: 334it [00:03, 128.18it/s, docs=476, tokens=94745]
encoding train: 334it [00:03, 128.18it/s, docs=477, tokens=94974]
encoding train: 334it [00:03, 128.18it/s, docs=478, tokens=95133]
encoding train: 334it [00:03, 128.18it/s, docs=479, tokens=95386]
encoding train: 334it [00:03, 128.18it/s, docs=480, tokens=95630]
encoding train: 334it [00:03, 128.18it/s, docs=481, tokens=95805]
encoding train: 334it [00:03, 128.18it/s, docs=482, tokens=95997]
encoding train: 334it [00:03, 128.18it/s, docs=483, tokens=96183]
encoding train: 334it [00:03, 128.18it/s, docs=484, tokens=96348]
encoding train: 334it [00:03, 128.18it/s, docs=485, tokens=96526]
encoding train: 334it [00:03, 128.18it/s, docs=486, tokens=96736]
encoding train: 334it [00:03, 128.18it/s, docs=487, tokens=96905]
encoding train: 334it [00:03, 128.18it/s, docs=488, tokens=97021]
encoding train: 334it [00:03, 128.18it/s, docs=489, tokens=97181]
encoding train: 334it [00:03, 128.18it/s, docs=490, tokens=97381]
encoding train: 334it [00:03, 128.18it/s, docs=491, tokens=97545]
encoding train: 334it [00:03, 128.18it/s, docs=492, tokens=97735]
encoding train: 334it [00:03, 128.18it/s, docs=493, tokens=97870]
encoding train: 334it [00:03, 128.18it/s, docs=494, tokens=98014]
encoding train: 334it [00:03, 128.18it/s, docs=495, tokens=98177]
encoding train: 334it [00:03, 128.18it/s, docs=496, tokens=98316]
encoding train: 334it [00:03, 128.18it/s, docs=497, tokens=98560]
encoding train: 334it [00:03, 128.18it/s, docs=498, tokens=98818]
encoding train: 334it [00:03, 128.18it/s, docs=499, tokens=98938]
encoding train: 334it [00:03, 128.18it/s, docs=500, tokens=99189]
encoding train: 334it [00:03, 128.18it/s, docs=501, tokens=99383]
encoding train: 334it [00:03, 128.18it/s, docs=502, tokens=99571]
encoding train: 334it [00:03, 128.18it/s, docs=503, tokens=99722]
encoding train: 334it [00:03, 128.18it/s, docs=504, tokens=99924]
encoding train: 334it [00:03, 128.18it/s, docs=505, tokens=1e+5] 
encoding train: 334it [00:03, 128.18it/s, docs=506, tokens=1e+5]
encoding train: 334it [00:03, 128.18it/s, docs=507, tokens=1e+5]
encoding train: 334it [00:03, 128.18it/s, docs=508, tokens=100654]
encoding train: 334it [00:03, 128.18it/s, docs=509, tokens=100912]
encoding train: 334it [00:03, 128.18it/s, docs=510, tokens=101108]
encoding train: 334it [00:03, 128.18it/s, docs=511, tokens=101270]
encoding train: 334it [00:03, 128.18it/s, docs=512, tokens=101489]
encoding train: 334it [00:03, 128.18it/s, docs=513, tokens=101664]
encoding train: 334it [00:03, 128.18it/s, docs=514, tokens=101849]
encoding train: 334it [00:03, 128.18it/s, docs=515, tokens=102086]
encoding train: 334it [00:03, 128.18it/s, docs=516, tokens=102279]
encoding train: 334it [00:03, 128.18it/s, docs=517, tokens=102481]
encoding train: 334it [00:03, 128.18it/s, docs=518, tokens=102678]
encoding train: 334it [00:03, 128.18it/s, docs=519, tokens=102890]
encoding train: 334it [00:03, 128.18it/s, docs=520, tokens=103083]
encoding train: 334it [00:03, 128.18it/s, docs=521, tokens=103274]
encoding train: 334it [00:03, 128.18it/s, docs=522, tokens=103454]
encoding train: 334it [00:03, 128.18it/s, docs=523, tokens=103640]
encoding train: 334it [00:03, 128.18it/s, docs=524, tokens=103832]
encoding train: 334it [00:03, 128.18it/s, docs=525, tokens=104014]
encoding train: 334it [00:03, 128.18it/s, docs=526, tokens=104168]
encoding train: 334it [00:03, 128.18it/s, docs=527, tokens=104327]
encoding train: 334it [00:03, 128.18it/s, docs=528, tokens=104511]
encoding train: 334it [00:03, 128.18it/s, docs=529, tokens=104679]
encoding train: 334it [00:03, 128.18it/s, docs=530, tokens=104816]
encoding train: 334it [00:03, 128.18it/s, docs=531, tokens=105020]
encoding train: 334it [00:03, 128.18it/s, docs=532, tokens=105148]
encoding train: 334it [00:03, 128.18it/s, docs=533, tokens=105300]
encoding train: 334it [00:03, 128.18it/s, docs=534, tokens=105489]
encoding train: 334it [00:03, 128.18it/s, docs=535, tokens=105730]
encoding train: 334it [00:03, 128.18it/s, docs=536, tokens=105872]
encoding train: 334it [00:03, 128.18it/s, docs=537, tokens=106096]
encoding train: 334it [00:03, 128.18it/s, docs=538, tokens=106266]
encoding train: 334it [00:03, 128.18it/s, docs=539, tokens=106480]
encoding train: 334it [00:03, 128.18it/s, docs=540, tokens=106631]
encoding train: 334it [00:03, 128.18it/s, docs=541, tokens=106840]
encoding train: 334it [00:03, 128.18it/s, docs=542, tokens=107033]
encoding train: 334it [00:03, 128.18it/s, docs=543, tokens=107196]
encoding train: 334it [00:03, 128.18it/s, docs=544, tokens=107416]
encoding train: 334it [00:03, 128.18it/s, docs=545, tokens=107597]
encoding train: 334it [00:03, 128.18it/s, docs=546, tokens=107765]
encoding train: 334it [00:03, 128.18it/s, docs=547, tokens=107934]
encoding train: 334it [00:03, 128.18it/s, docs=548, tokens=108131]
encoding train: 334it [00:03, 128.18it/s, docs=549, tokens=108315]
encoding train: 334it [00:03, 128.18it/s, docs=550, tokens=108460]
encoding train: 334it [00:03, 128.18it/s, docs=551, tokens=108646]
encoding train: 334it [00:03, 128.18it/s, docs=552, tokens=108845]
encoding train: 334it [00:03, 128.18it/s, docs=553, tokens=108941]
encoding train: 334it [00:03, 128.18it/s, docs=554, tokens=109144]
encoding train: 334it [00:03, 128.18it/s, docs=555, tokens=109366]
encoding train: 334it [00:03, 128.18it/s, docs=556, tokens=109523]
encoding train: 334it [00:03, 128.18it/s, docs=557, tokens=109712]
encoding train: 334it [00:03, 128.18it/s, docs=558, tokens=109878]
encoding train: 334it [00:03, 128.18it/s, docs=559, tokens=110065]
encoding train: 334it [00:03, 128.18it/s, docs=560, tokens=110230]
encoding train: 334it [00:03, 128.18it/s, docs=561, tokens=110474]
encoding train: 334it [00:03, 128.18it/s, docs=562, tokens=110663]
encoding train: 334it [00:03, 128.18it/s, docs=563, tokens=110856]
encoding train: 334it [00:03, 128.18it/s, docs=564, tokens=110989]
encoding train: 334it [00:03, 128.18it/s, docs=565, tokens=111133]
encoding train: 334it [00:03, 128.18it/s, docs=566, tokens=111257]
encoding train: 334it [00:03, 128.18it/s, docs=567, tokens=111434]
encoding train: 334it [00:03, 128.18it/s, docs=568, tokens=111604]
encoding train: 334it [00:03, 128.18it/s, docs=569, tokens=111783]
encoding train: 334it [00:03, 128.18it/s, docs=570, tokens=111901]
encoding train: 334it [00:03, 128.18it/s, docs=571, tokens=112026]
encoding train: 334it [00:03, 128.18it/s, docs=572, tokens=112182]
encoding train: 334it [00:03, 128.18it/s, docs=573, tokens=112383]
encoding train: 334it [00:03, 128.18it/s, docs=574, tokens=112558]
encoding train: 334it [00:03, 128.18it/s, docs=575, tokens=112709]
encoding train: 334it [00:03, 128.18it/s, docs=576, tokens=112883]
encoding train: 334it [00:03, 128.18it/s, docs=577, tokens=113063]
encoding train: 334it [00:03, 128.18it/s, docs=578, tokens=113234]
encoding train: 334it [00:03, 128.18it/s, docs=579, tokens=113478]
encoding train: 334it [00:03, 128.18it/s, docs=580, tokens=113642]
encoding train: 334it [00:03, 128.18it/s, docs=581, tokens=113819]
encoding train: 334it [00:03, 128.18it/s, docs=582, tokens=113961]
encoding train: 334it [00:03, 128.18it/s, docs=583, tokens=114156]
encoding train: 334it [00:03, 128.18it/s, docs=584, tokens=114342]
encoding train: 334it [00:03, 128.18it/s, docs=585, tokens=114578]
encoding train: 334it [00:03, 128.18it/s, docs=586, tokens=114772]
encoding train: 334it [00:03, 128.18it/s, docs=587, tokens=114928]
encoding train: 334it [00:03, 128.18it/s, docs=588, tokens=115101]
encoding train: 334it [00:03, 128.18it/s, docs=589, tokens=115285]
encoding train: 334it [00:03, 128.18it/s, docs=590, tokens=115458]
encoding train: 334it [00:03, 128.18it/s, docs=591, tokens=115651]
encoding train: 334it [00:03, 128.18it/s, docs=592, tokens=115940]
encoding train: 334it [00:03, 128.18it/s, docs=593, tokens=116109]
encoding train: 334it [00:03, 128.18it/s, docs=594, tokens=116328]
encoding train: 334it [00:03, 128.18it/s, docs=595, tokens=116563]
encoding train: 334it [00:03, 128.18it/s, docs=596, tokens=116760]
encoding train: 334it [00:03, 128.18it/s, docs=597, tokens=116935]
encoding train: 334it [00:03, 128.18it/s, docs=598, tokens=117162]
encoding train: 334it [00:03, 128.18it/s, docs=599, tokens=117305]
encoding train: 334it [00:03, 128.18it/s, docs=600, tokens=117456]
encoding train: 334it [00:03, 128.18it/s, docs=601, tokens=117647]
encoding train: 334it [00:03, 128.18it/s, docs=602, tokens=117829]
encoding train: 334it [00:03, 128.18it/s, docs=603, tokens=118053]
encoding train: 334it [00:03, 128.18it/s, docs=604, tokens=118215]
encoding train: 334it [00:03, 128.18it/s, docs=605, tokens=118351]
encoding train: 334it [00:03, 128.18it/s, docs=606, tokens=118596]
encoding train: 334it [00:03, 128.18it/s, docs=607, tokens=118717]
encoding train: 334it [00:03, 128.18it/s, docs=608, tokens=118836]
encoding train: 334it [00:03, 128.18it/s, docs=609, tokens=119001]
encoding train: 334it [00:03, 128.18it/s, docs=610, tokens=119156]
encoding train: 334it [00:03, 128.18it/s, docs=611, tokens=119329]
encoding train: 334it [00:03, 128.18it/s, docs=612, tokens=119515]
encoding train: 334it [00:03, 128.18it/s, docs=613, tokens=119669]
encoding train: 334it [00:03, 128.18it/s, docs=614, tokens=119863]
encoding train: 334it [00:03, 128.18it/s, docs=615, tokens=120018]
encoding train: 334it [00:03, 128.18it/s, docs=616, tokens=120187]
encoding train: 334it [00:03, 128.18it/s, docs=617, tokens=120372]
encoding train: 334it [00:03, 128.18it/s, docs=618, tokens=120599]
encoding train: 334it [00:03, 128.18it/s, docs=619, tokens=120738]
encoding train: 334it [00:03, 128.18it/s, docs=620, tokens=120892]
encoding train: 334it [00:03, 128.18it/s, docs=621, tokens=121085]
encoding train: 334it [00:03, 128.18it/s, docs=622, tokens=121296]
encoding train: 334it [00:03, 128.18it/s, docs=623, tokens=121557]
encoding train: 334it [00:03, 128.18it/s, docs=624, tokens=121759]
encoding train: 334it [00:03, 128.18it/s, docs=625, tokens=121948]
encoding train: 334it [00:03, 128.18it/s, docs=626, tokens=122123]
encoding train: 334it [00:03, 128.18it/s, docs=627, tokens=122288]
encoding train: 334it [00:03, 128.18it/s, docs=628, tokens=122469]
encoding train: 334it [00:03, 128.18it/s, docs=629, tokens=122647]
encoding train: 334it [00:03, 128.18it/s, docs=630, tokens=122788]
encoding train: 334it [00:03, 128.18it/s, docs=631, tokens=122903]
encoding train: 334it [00:03, 128.18it/s, docs=632, tokens=123057]
encoding train: 334it [00:03, 128.18it/s, docs=633, tokens=123211]
encoding train: 334it [00:03, 128.18it/s, docs=634, tokens=123432]
encoding train: 334it [00:03, 128.18it/s, docs=635, tokens=123652]
encoding train: 334it [00:03, 128.18it/s, docs=636, tokens=123833]
encoding train: 334it [00:03, 128.18it/s, docs=637, tokens=124016]
encoding train: 334it [00:03, 128.18it/s, docs=638, tokens=124197]
encoding train: 334it [00:03, 128.18it/s, docs=639, tokens=124423]
encoding train: 334it [00:03, 128.18it/s, docs=640, tokens=124609]
encoding train: 334it [00:03, 128.18it/s, docs=641, tokens=124769]
encoding train: 334it [00:03, 128.18it/s, docs=642, tokens=124913]
encoding train: 334it [00:03, 128.18it/s, docs=643, tokens=125117]
encoding train: 334it [00:03, 128.18it/s, docs=644, tokens=125254]
encoding train: 334it [00:03, 128.18it/s, docs=645, tokens=125468]
encoding train: 334it [00:03, 128.18it/s, docs=646, tokens=125655]
encoding train: 334it [00:03, 128.18it/s, docs=647, tokens=125895]
encoding train: 334it [00:03, 128.18it/s, docs=648, tokens=126024]
encoding train: 334it [00:03, 128.18it/s, docs=649, tokens=126204]
encoding train: 334it [00:03, 128.18it/s, docs=650, tokens=126361]
encoding train: 334it [00:03, 128.18it/s, docs=651, tokens=126551]
encoding train: 334it [00:03, 128.18it/s, docs=652, tokens=126709]
encoding train: 334it [00:03, 128.18it/s, docs=653, tokens=126841]
encoding train: 334it [00:03, 128.18it/s, docs=654, tokens=127051]
encoding train: 334it [00:03, 128.18it/s, docs=655, tokens=127240]
encoding train: 334it [00:03, 128.18it/s, docs=656, tokens=127407]
encoding train: 334it [00:03, 128.18it/s, docs=657, tokens=127554]
encoding train: 334it [00:03, 128.18it/s, docs=658, tokens=127761]
encoding train: 334it [00:03, 128.18it/s, docs=659, tokens=127935]
encoding train: 334it [00:03, 128.18it/s, docs=660, tokens=128122]
encoding train: 334it [00:03, 128.18it/s, docs=661, tokens=128267]
encoding train: 334it [00:03, 128.18it/s, docs=662, tokens=128382]
encoding train: 334it [00:03, 128.18it/s, docs=663, tokens=128554]
encoding train: 334it [00:03, 128.18it/s, docs=664, tokens=128772]
encoding train: 334it [00:03, 128.18it/s, docs=665, tokens=128959]
encoding train: 334it [00:03, 128.18it/s, docs=666, tokens=129153]
encoding train: 334it [00:03, 128.18it/s, docs=667, tokens=129280]
encoding train: 334it [00:03, 128.18it/s, docs=668, tokens=129427]
encoding train: 334it [00:03, 128.18it/s, docs=669, tokens=129614]
encoding train: 334it [00:03, 128.18it/s, docs=670, tokens=129786]
encoding train: 334it [00:03, 128.18it/s, docs=671, tokens=129904]
encoding train: 334it [00:03, 128.18it/s, docs=672, tokens=130030]
encoding train: 334it [00:03, 128.18it/s, docs=673, tokens=130194]
encoding train: 334it [00:03, 128.18it/s, docs=674, tokens=130379]
encoding train: 334it [00:03, 128.18it/s, docs=675, tokens=130593]
encoding train: 334it [00:03, 128.18it/s, docs=676, tokens=130787]
encoding train: 334it [00:03, 128.18it/s, docs=677, tokens=131046]
encoding train: 334it [00:03, 128.18it/s, docs=678, tokens=131215]
encoding train: 334it [00:03, 128.18it/s, docs=679, tokens=131412]
encoding train: 334it [00:03, 128.18it/s, docs=680, tokens=131580]
encoding train: 334it [00:03, 128.18it/s, docs=681, tokens=131753]
encoding train: 334it [00:03, 128.18it/s, docs=682, tokens=131918]
encoding train: 334it [00:03, 128.18it/s, docs=683, tokens=132096]
encoding train: 334it [00:03, 128.18it/s, docs=684, tokens=132284]
encoding train: 334it [00:03, 128.18it/s, docs=685, tokens=132457]
encoding train: 334it [00:03, 128.18it/s, docs=686, tokens=132658]
encoding train: 334it [00:03, 128.18it/s, docs=687, tokens=132835]
encoding train: 334it [00:03, 128.18it/s, docs=688, tokens=132958]
encoding train: 334it [00:03, 128.18it/s, docs=689, tokens=133236]
encoding train: 334it [00:03, 128.18it/s, docs=690, tokens=133432]
encoding train: 334it [00:03, 128.18it/s, docs=691, tokens=133674]
encoding train: 334it [00:03, 128.18it/s, docs=692, tokens=133842]
encoding train: 334it [00:03, 128.18it/s, docs=693, tokens=134008]
encoding train: 334it [00:03, 128.18it/s, docs=694, tokens=134113]
encoding train: 334it [00:03, 128.18it/s, docs=695, tokens=134337]
encoding train: 334it [00:03, 128.18it/s, docs=696, tokens=134497]
